dish_name,countries_of_origin,ingredients
Esgarrat,['Spain'],"['vinegar', 'red_pepper', 'onion', 'black_olive', 'garlic', 'olive_oil', 'salt', 'salt_cod', 'tomato', 'pepper', 'olive', 'oil']"
Pasta E Fagioli,['Italy'],"['ditalini_pasta', 'garlic', 'onion', 'rosemary', 'cannellini_bean', 'red_pepper_flake', 'celery', 'black_pepper', 'broth', 'vegetable', 'tomato', 'pancetta', 'bean', 'pasta', 'bay_leaf', 'olive', 'cheese', 'carrot', 'vegetable_broth', 'chicken', 'chicken_broth', 'olive_oil', 'thyme', 'salt', 'pepper', 'parmesan_cheese', 'oil']"
Aush,"['Armenia', 'Georgia', 'Azerbaijan', 'Afghanistan', 'Iran', 'Turkey']","['chickpea', 'flour', 'onion', 'garlic', 'coriander', 'chili', 'black_pepper', 'dill', 'cilantro', 'lentil', 'tomato', 'ground_meat', 'bean', 'water', 'kidney', 'noodle', 'chili_powder', 'lemon_juice', 'tomato_paste', 'mint', 'kidney_bean', 'green_onion', 'parsley', 'meat', 'yogurt', 'lemon', 'turmeric', 'salt', 'pepper', 'oil']"
Mandelkubb,['Sweden'],"['slivered_almond', 'vanilla', 'almond_paste', 'milk', 'flour', 'ammonium_carbonate', 'sugar', 'almond', 'butter', 'vanilla_extract', 'baking_powder', 'egg']"
Bagna Càuda,['Italy'],"['walnut', 'cream', 'garlic', 'olive_oil', 'butter', 'olive', 'anchovy', 'oil']"
Chǎofàn,"['Hong Kong', 'Macau', 'China', 'Taiwan']","['pea', 'onion', 'garlic', 'shrimp', 'soy_sauce', 'ginger', 'bell_pepper', 'oyster', 'oyster_sauce', 'rice', 'green_onion', 'pork', 'egg', 'carrot', 'chicken', 'sesame_oil', 'pepper', 'oil', 'beef']"
Sharbat (drink),"['Oman', 'Jordan', 'Pakistan', 'Sri Lanka', 'Bangladesh', 'Bahrain', 'Palestine', 'Qatar', 'Morocco', 'Yemen', 'Bosnia and Herzegovina', 'Comoros', 'India', 'Afghanistan', 'United Arab Emirates', 'Iraq', 'Djibouti', 'Syria', 'Lebanon', 'Iran', 'Mauritania', 'Sudan', 'Egypt', 'Libya', 'Somalia', 'Tunisia', 'Turkey', 'Algeria', 'Kuwait', 'Saudi Arabia']","['lemon_juice', 'water', 'ice_cube', 'falooda', 'rose_water', 'fruit', 'lemon', 'sugar', 'syrup', 'basil', 'herb', 'ice', 'basil_seed']"
Tekkadon,['Japan'],"['tuna', 'mirin', 'nori', 'sesame_seed', 'onion', 'wasabi', 'sugar', 'rice', 'green_onion', 'ginger', 'rice_vinegar', 'pickled_ginger', 'vinegar', 'soy_sauce']"
Lemon Pepper Wings,['United States'],"['black_pepper', 'chicken', 'lemon_juice', 'onion_powder', 'onion', 'garlic', 'honey', 'lemon', 'olive_oil', 'parsley', 'salt', 'garlic_powder', 'butter', 'pepper', 'olive', 'lemon_zest', 'chicken_wing', 'oil']"
Tortilla Soup,['Mexico'],"['avocado', 'onion', 'garlic', 'tortilla', 'corn_kernel', 'broth', 'black_bean', 'vegetable', 'cilantro', 'corn_tortilla', 'tomato', 'bean', 'cream', 'lime', 'sour_cream', 'corn', 'cheese', 'epazote', 'pasilla_chile', 'chicken', 'vegetable_oil', 'chicken_broth', 'chile_pepper', 'pepper', 'oil']"
Agliata,['Italy'],"['vinegar', 'garlic', 'olive_oil', 'salt', 'bread', 'pepper', 'olive', 'oil']"
Shopska Salad,"['Bulgaria', 'Czechia']","['vinegar', 'black_pepper', 'cheese', 'cucumber', 'onion', 'sirene_cheese', 'parsley', 'salt', 'sunflower_oil', 'tomato', 'pepper', 'olive', 'oil']"
Egg Bhurji,"['Bhutan', 'Pakistan', 'Sri Lanka', 'Nepal', 'Bangladesh', 'Maldives', 'India']","['garam_masala', 'onion', 'green_chili', 'coriander', 'chili', 'cumin_seed', 'turmeric_powder', 'cilantro', 'coriander_powder', 'bell_pepper', 'tomato', 'cumin', 'curry_leaf', 'red_chili_powder', 'egg', 'turmeric', 'salt', 'pepper', 'oil']"
Tô (mets),"['Ghana', 'Niger', 'Benin', 'Mali', 'Togo', 'Burkina Faso', 'Ivory Coast']","['sorghum', 'cornmeal', 'flour', 'cornmeal_flour', 'salt', 'millet', 'water']"
Lawar,['Indonesia'],"['lemon_gras', 'long_bean', 'coconut', 'garlic', 'kaffir_lime_zest', 'onion', 'shrimp', 'chili', 'bird_eye_chili', 'grated_young_jackfruit', 'jackfruit', 'bean', 'fried_onion', 'lime_leaf', 'shrimp_paste', 'shredded_meat', 'meat', 'lemon', 'turmeric', 'shallot', 'salt', 'pepper', 'lime']"
Salbute,"['Belize', 'Mexico']","['avocado', 'vinegar', 'red_onion', 'black_pepper', 'chicken', 'lettuce', 'oregano', 'onion', 'cilantro', 'masa', 'salt', 'tomato', 'oil', 'pepper', 'habanero', 'lime', 'water']"
American Goulash,['United States'],"['tomato_sauce', 'italian_seasoning', 'ground_beef', 'macaroni', 'onion', 'garlic', 'sugar', 'salt', 'tomato', 'pepper', 'seasoning', 'beef', 'diced_tomato']"
Hugo,['Italy'],"['mint_leaf', 'ice', 'elderflower_syrup', 'fresh_berry', 'ice_cube', 'berry', 'lime_slice', 'lemon', 'mint', 'lemon_balm', 'prosecco', 'sparkling_water', 'syrup', 'lemon_zest', 'lime', 'water']"
Fischbrötchen,['Germany'],"['fish', 'lemon_slice', 'sliced_pickle', 'lettuce', 'pickle', 'horseradish_sauce', 'lemon', 'onion', 'remoulade_sauce', 'bread_roll', 'butter', 'tomato', 'bread', 'pickled_onion', 'horseradish', 'mayonnaise']"
Gâteau Nantais,['France'],"['lemon_juice', 'almond_flour', 'rum', 'flour', 'powdered_sugar', 'lemon', 'water', 'sugar', 'almond', 'apricot_jam', 'jam', 'butter', 'almond_extract', 'lemon_zest', 'egg']"
Encurtido,"['Belize', 'Nicaragua', 'Panama', 'Guatemala', 'Costa Rica', 'Honduras', 'El Salvador']","['oregano', 'fermented_hot_sauce', 'onion', 'garlic', 'jalapeno', 'sugar', 'cabbage', 'vinegar', 'water', 'black_peppercorn', 'lemon_juice', 'bay_leaf', 'olive', 'carrot', 'lemon', 'olive_oil', 'peppercorn', 'thyme', 'salt', 'oil']"
Pyeonsu,"['North Korea', 'South Korea']","['whole_pine_nut_the_stuffing_are_seasoned_with_salt', 'mung_bean_sprout', 'mushroom', 'garlic', 'scallion', 'black_pepper', 'ground_toasted_sesame', 'nut', 'vegetable', 'oyster', 'ginger', 'common_filling_include_beef', 'bean', 'tofu', 'pheasant_meat', 'pork', 'meat', 'chicken', 'sesame_oil', 'salt', 'minced_aromatic_vegetable_scallion', 'pepper', 'oil', 'beef']"
Carne-de-sol,['Brazil'],"['chopped_cilantro', 'black_bean', 'plantain', 'cassava_flour', 'cassava', 'flour', 'onion', 'garlic', 'cilantro', 'rice', 'salt', 'butter', 'bean', 'lime', 'beef', 'lime_wedge']"
Bulalo,['Philippines'],"['onion', 'garlic', 'potato', 'banana', 'fish_sauce', 'cabbage', 'heart', 'water', 'banana_heart', 'fish', 'corn_on_the_cob', 'green_onion', 'corn', 'beef_shank', 'bok_choy', 'carrot', 'bone_marrow', 'salt', 'pepper', 'beef']"
Haggis,['United Kingdom'],"['spice', 'suet', 'oatmeal', 'onion', 'salt', 'sheep_heart', 'liver', 'lung', 'heart']"
Dum Aloo,"['Bangladesh', 'India']","['garam_masala', 'green_chili', 'onion', 'garlic', 'potato', 'cardamom', 'coriander', 'chili', 'cumin_seed', 'nut', 'kasuri_methi', 'turmeric_powder', 'cashew_nut', 'cilantro', 'coriander_powder', 'ginger', 'tomato', 'cumin', 'ghee', 'cinnamon', 'red_chili_powder', 'cream', 'coriander_leaf_for_garnish', 'clove', 'yogurt', 'turmeric', 'salt', 'cashew', 'oil']"
Flaouna,['Cyprus'],"['mastic', 'yeast', 'sesame_seed', 'milk', 'cheese', 'flour', 'mint', 'sugar', 'butter', 'halloumi_cheese', 'raisin', 'mahlepi', 'egg']"
Shirazi Salad,['Iran'],"['red_onion', 'lemon_juice', 'sumac', 'cucumber', 'lemon', 'onion', 'mint', 'olive_oil', 'parsley', 'salt', 'tomato', 'pepper', 'olive', 'oil']"
Submarino,"['Uruguay', 'Argentina']","['vanilla', 'chocolate', 'milk', 'chocolate_bar', 'sugar', 'vanilla_extract']"
Chipolata sausage,"['United Kingdom', 'France']","['sage', 'spice', 'herb', 'thyme', 'salt', 'pork', 'nutmeg']"
Uchpuchmak,['Russia'],"['yeast', 'milk', 'beef', 'flour', 'onion', 'lamb', 'potato', 'salt', 'butter', 'pepper', 'egg', 'meat']"
Chanakhi,['Georgia'],"['onion', 'garlic', 'potato', 'coriander', 'spice', 'black_pepper', 'dill', 'vegetable', 'cilantro', 'tomato', 'eggplant', 'cinnamon', 'lamb', 'parsley', 'herb', 'vegetable_oil', 'turmeric', 'salt', 'pepper', 'oil']"
Oudnin el kadhi,['Tunisia'],"['yeast', 'sesame_seed', 'water', 'semolina', 'flour', 'honey', 'sugar', 'olive_oil', 'aniseed', 'salt', 'olive', 'oil', 'egg']"
Red Wine Chicken,['China'],"['scallion', 'wine', 'yeast', 'chicken', 'rice_wine', 'mushroom', 'garlic', 'hard_boiled_egg', 'sugar', 'red_yeast_rice_wine', 'rice', 'ginger', 'sesame_oil', 'soy_sauce', 'oil', 'egg']"
Egg Waffle,"['Hong Kong', 'Macau']","['milk', 'flour', 'sugar', 'evaporated_milk', 'egg']"
Full Breakfast,"['Ireland', 'United Kingdom']","['hash_brown', 'mushroom', 'bacon', 'sausage', 'black_pudding', 'tomato', 'baked_bean', 'bean', 'egg']"
Kakuni,['Japan'],"['mirin', 'sake', 'pork_belly', 'onion', 'garlic', 'sugar', 'green_onion', 'dashi', 'ginger', 'mustard', 'pork', 'soy_sauce', 'water']"
Khao khai chiao,['Thailand'],"['fish', 'cooked_jasmine_rice', 'chicken', 'vegetable', 'vegetable_oil', 'chili_sauce', 'onion', 'garlic', 'cilantro', 'green_onion', 'rice', 'fish_sauce', 'oil', 'pork', 'soy_sauce', 'chili', 'egg']"
Filipino Spaghetti,['Philippines'],"['mushroom', 'onion', 'garlic', 'banana', 'banana_ketchup', 'hot_dog', 'tomato_sauce', 'spaghetti', 'sugar', 'bell_pepper', 'tomato', 'ketchup', 'grated_cheese', 'ground_meat', 'noodle', 'pork', 'cheese', 'carrot', 'meat', 'cooking_oil', 'spaghetti_noodle', 'pepper', 'oil', 'beef']"
Crubeens,['Ireland'],['pig_foot']
Ayam Goreng,"['Brunei', 'Malaysia', 'Indonesia', 'Singapore']","['lemon_gras', 'milk', 'coconut', 'garlic', 'coriander', 'chili', 'vegetable', 'ginger', 'lime_leaf', 'lime', 'bay_leaf', 'galangal', 'chicken', 'vegetable_oil', 'lemon', 'turmeric', 'shallot', 'salt', 'coconut_milk', 'oil']"
Tharid,['Saudi Arabia'],"['cinnamon', 'chickpea', 'onion', 'lamb', 'garlic', 'turmeric', 'salt', 'cumin', 'coriander', 'pepper', 'bread', 'water']"
Mitraillette,['Belgium'],"['pickle', 'cheese_sauce', 'baguette', 'onion', 'mustard', 'salad', 'fry', 'ketchup', 'cheese', 'mayonnaise', 'meat']"
Tomato Sandwich,['United States'],"['avocado', 'lettuce', 'bacon', 'salt', 'tomato', 'bread', 'pepper', 'cheese', 'mayonnaise']"
Palóc Soup,['Hungary'],"['flour', 'onion', 'garlic', 'potato', 'green_bean', 'dill', 'smoked_sausage', 'tomato', 'vinegar', 'bean', 'lemon_juice', 'cream', 'lamb', 'sour_cream', 'sausage', 'bay_leaf', 'carrot', 'lemon', 'salt', 'paprika', 'pepper']"
Ginataang Kalabasa,['Philippines'],"['chili_pepper', 'kalabasa', 'milk', 'coconut', 'onion', 'garlic', 'ginger', 'shrimp_paste', 'yard_long_bean', 'salt', 'coconut_milk', 'shrimp', 'pepper', 'bean', 'chili', 'water']"
Bratkartoffeln,['Germany'],"['bacon', 'onion', 'garlic', 'potato', 'parsley', 'salt', 'butter', 'paprika', 'pepper']"
Wagon Wheels,"['Australia', 'New Zealand', 'United Kingdom', 'Canada']","['gelatin', 'milk', 'milk_solid', 'flour', 'palm_oil', 'biscuit', 'sugar', 'jam', 'raising_agent', 'syrup', 'vanilla', 'chocolate', 'wheat', 'vanilla_flavoring', 'natural_color', 'marshmallow', 'soy_lecithin', 'glucose_syrup', 'flavoring', 'cocoa_powder', 'salt', 'wheat_flour', 'oil']"
Calulu,['Angola'],"['spinach', 'garlic', 'onion', 'potato', 'palm_oil', 'chili', 'bell_pepper', 'tomato', 'eggplant', 'fish', 'okra', 'pumpkin', 'peanut', 'chili_pepper', 'pumpkin_leaf', 'sweet_potato', 'salt', 'pepper', 'oil']"
White Cut Chicken,"['Hong Kong', 'China']","['whole_chicken', 'scallion', 'white_pepper', 'chicken', 'garlic', 'ginger', 'sesame_oil', 'salt', 'pepper', 'soy_sauce', 'oil', 'water']"
Goldfish Crackers,['United States'],"['wheat', 'milk', 'vegetable', 'vegetable_oil', 'flour', 'salt', 'cheddar_cheese', 'cheese', 'unbleached_enriched_wheat_flour', 'oil']"
Coffin Bread,['Taiwan'],"['chicken', 'tripe', 'vegetable', 'texa_toast_style_bread', 'mushroom', 'pea', 'corn', 'toast', 'seafood', 'bread', 'protein', 'carrot']"
Khao Kan Chin,['Thailand'],"['lemon_gras', 'garlic', 'onion', 'banana', 'minced_pork', 'chili', 'turmeric_powder', 'cilantro', 'pork_blood', 'ginger', 'fish_sauce', 'fried_shallot', 'banana_leaf', 'chili_powder', 'fish', 'blood', 'rice', 'green_onion', 'pork', 'lime_wedge', 'galangal', 'lemon', 'turmeric', 'shallot', 'salt', 'pepper', 'lime']"
Chongqing Noodles,['China'],"['scallion', 'noodle', 'sesame_seed', 'chili_oil', 'garlic', 'sichuan_peppercorn', 'peppercorn', 'ginger', 'ground_pork', 'peanut', 'oil', 'pork', 'soy_sauce', 'chili']"
Oliebol,['Netherlands'],"['yeast', 'cinnamon', 'milk', 'powdered_sugar', 'flour', 'sugar', 'apple', 'salt', 'raisin', 'apple_piece', 'egg', 'currant']"
Tumpeng,['Indonesia'],"['lemon_gras', 'milk', 'coconut', 'garlic', 'shrimp', 'grated_coconut', 'kaffir_lime_leaf', 'vegetable', 'tofu', 'fried_anchovy', 'sweet_soy_sauce', 'rice', 'shredded_beef', 'peanut', 'fried_shrimp', 'bay_leaf', 'tempeh', 'egg', 'sambal', 'galangal', 'chicken', 'lemon', 'turmeric', 'cracker', 'shallot', 'shrimp_cracker', 'coconut_milk', 'anchovy', 'lime', 'beef']"
Talbina,"['Oman', 'Jordan', 'Armenia', 'Georgia', 'Bahrain', 'Palestine', 'Western Sahara', 'Qatar', 'Morocco', 'Yemen', 'Azerbaijan', 'United Arab Emirates', 'Iraq', 'Syria', 'Israel', 'Lebanon', 'Iran', 'Mauritania', 'Egypt', 'Libya', 'Cyprus', 'Tunisia', 'Turkey', 'Algeria', 'Kuwait', 'Saudi Arabia']","['cinnamon', 'nut', 'milk', 'barley_flour', 'flour', 'honey', 'barley', 'water', 'date']"
Pholourie,"['Jamaica', 'Antigua and Barbuda', 'Barbados', 'Saint Vincent and the Grenadines', 'Guyana', 'Saint Lucia', 'Bahamas', 'Grenada', 'Suriname', 'Haiti', 'Trinidad and Tobago', 'Dominica', 'Dominican Republic', 'Saint Kitts and Nevis', 'Cuba']","['split_pea_flour', 'flour', 'pea', 'garlic', 'onion', 'vegetable', 'sugar', 'cumin', 'water', 'yeast', 'onion_powder', 'garlic_powder', 'all_purpose_flour', 'hot_pepper', 'vegetable_oil', 'turmeric', 'salt', 'pepper', 'baking_powder', 'oil']"
Achira,['Colombia'],"['milk', 'flour', 'starch', 'sugar', 'salt', 'butter', 'achira_flour', 'cheese', 'egg']"
Tortang Sardinas,['Philippines'],"['smoked_sardine', 'egg', 'sardine']"
Savoury Toast,['Australia'],"['bacon', 'worcestershire_sauce', 'onion', 'vegemite', 'mustard', 'salt', 'butter', 'tomato', 'pepper', 'bread', 'cheese']"
Arroz Chaufa,['Peru'],"['pea', 'onion', 'garlic', 'shrimp', 'soy_sauce', 'chili', 'vegetable', 'cilantro', 'ginger', 'bell_pepper', 'fish_sauce', 'oyster', 'cumin', 'lime_juice', 'oyster_sauce', 'fish', 'sausage', 'green_onion', 'rice', 'oil', 'pork', 'egg', 'carrot', 'white_rice', 'chicken', 'vegetable_oil', 'chili_pepper_for_heat', 'sesame_oil', 'salt', 'pepper', 'lime', 'beef']"
Mondonguito A La Italiana,['Peru'],"['white_wine', 'wine', 'oregano', 'pea', 'onion', 'garlic', 'potato', 'chili', 'bell_pepper', 'tomato', 'vinegar', 'tripe', 'chili_sauce', 'parsley', 'bay_leaf', 'cheese', 'olive', 'carrot', 'olive_oil', 'salt', 'paprika', 'pepper', 'parmesan_cheese', 'oil']"
Cozonac,"['Bulgaria', 'Romania']","['yeast', 'vanilla', 'walnut', 'milk', 'rum', 'flour', 'cocoa_powder', 'lemon', 'turkish_delight', 'sugar', 'salt', 'butter', 'vanilla_extract', 'poppy_seed', 'lemon_zest', 'raisin', 'egg']"
Eish Baladi,['Egypt'],"['yeast', 'sesame_seed', 'wheat', 'flour', 'bran', 'salt', 'whole_wheat_flour', 'water']"
Kapuska,['Turkey'],"['ground_beef', 'vegetable', 'vegetable_oil', 'water', 'onion', 'tomato_paste', 'garlic', 'bell_pepper', 'salt', 'tomato', 'cabbage', 'paprika', 'pepper', 'cumin', 'oil', 'beef']"
Ravitoto,['Madagascar'],"['cassava_leaf', 'hot_pepper', 'cassava', 'onion', 'garlic', 'ginger', 'salt', 'tomato', 'pork', 'pepper', 'oil']"
Buck's Fizz,['United Kingdom'],"['champagne', 'orange', 'orange_juice']"
Lavangi,"['Azerbaijan', 'Iran']","['fish', 'chicken', 'walnut', 'dried_plum', 'onion', 'garlic', 'turmeric', 'pomegranate_paste', 'salt', 'pepper', 'herb', 'raisin', 'oil']"
Ploughman's Lunch,['United Kingdom'],"['pickle', 'vegetable', 'ham', 'salad_vegetable', 'apple', 'salad', 'bread', 'cheese', 'boiled_egg', 'egg']"
Bündner Nusstorte,['Switzerland'],"['bread_crumb', 'vanilla', 'walnut', 'milk', 'cream', 'flour', 'honey', 'lemon', 'sugar', 'salt', 'butter', 'caramel', 'bread', 'lemon_zest', 'vanilla_sugar', 'baking_powder', 'egg']"
Kuchmachi,['Georgia'],"['onion', 'garlic', 'marigold_petal', 'pepper', 'coriander', 'pork_lung', 'chicken_heart', 'chili', 'chicken_gizzard', 'dill', 'cilantro', 'vinegar', 'heart', 'herb_like_parsley', 'parsley', 'pork', 'herb', 'chili_pepper', 'chicken_liver', 'chicken', 'walnut', 'salt', 'liver', 'pomegranate_seed']"
Pantruca,"['Chile', 'Argentina']","['flour', 'oregano', 'onion', 'garlic', 'potato', 'celery', 'broth', 'bell_pepper', 'cumin', 'water', 'beef_broth', 'pumpkin', 'parsley', 'egg', 'carrot', 'chicken', 'salt', 'paprika', 'pepper', 'oil', 'beef']"
Lomi Oio,['United States'],"['seaweed', 'chili_pepper', 'oio', 'lemon', 'onion', 'lime', 'green_onion', 'round_onion', 'salt', 'tomato', 'pepper', 'lime_juice', 'chili', 'sea_salt']"
Pozol,"['Belize', 'Nicaragua', 'Panama', 'Mexico', 'Guatemala', 'Costa Rica', 'Honduras', 'El Salvador']","['chili_pepper', 'vanilla', 'cinnamon', 'corn_dough', 'sugar', 'cacao', 'corn', 'pepper', 'chili', 'water']"
Tapenade,['France'],"['caper', 'lemon_juice', 'lemon', 'garlic', 'olive_oil', 'olive', 'herb', 'anchovy', 'oil']"
Urap,['Indonesia'],"['spinach', 'coconut', 'garlic', 'shrimp', 'chili', 'grated_coconut', 'green_bean', 'kaffir_lime_leaf', 'young_coconut', 'sugar', 'tamarind', 'cabbage', 'bean', 'fried_shallot', 'dried_shrimp', 'basil_leaf', 'bay_leaf', 'chili_pepper', 'galangal', 'turmeric', 'bean_sprout', 'shallot', 'salt', 'basil', 'pepper', 'lime']"
Tajine Mtewem,['Algeria'],"['white_pepper', 'chickpea', 'ground_beef', 'onion', 'garlic', 'black_pepper', 'water', 'lemon_juice', 'cinnamon', 'sweet_paprika', 'lamb', 'olive', 'lemon', 'olive_oil', 'salt', 'paprika', 'pepper', 'oil', 'beef']"
Black Forest Gateau,['Germany'],"['flour', 'butter', 'corn_flour', 'sugar', 'syrup', 'whipped_cream', 'cherry', 'vanilla', 'chocolate', 'cream', 'corn', 'egg', 'chocolate_sponge_cake', 'kirsch', 'cocoa_powder', 'cherry_syrup', 'vanilla_extract', 'baking_powder', 'chocolate_shaving']"
Atipas pepperade,['French Guiana'],"['onion', 'garlic', 'atipa_fish', 'hot_chili_pepper', 'chili', 'scallion', 'black_pepper', 'vegetable', 'bell_pepper', 'tomato', 'vinegar', 'lime_juice', 'fish', 'okra', 'lime', 'parsley', 'bay_leaf', 'vegetable_oil', 'thyme', 'salt', 'pepper', 'oil']"
Pastel De Nata,['Portugal'],"['vanilla', 'cinnamon', 'milk', 'puff_pastry', 'corn_flour', 'cream', 'flour', 'pastry', 'egg_yolk', 'lemon', 'icing_sugar', 'sugar', 'corn', 'vanilla_extract', 'icing', 'cinnamon_stick', 'lemon_zest', 'egg']"
Bosanski lonac,['Bosnia and Herzegovina'],"['celery', 'beef_broth', 'broth', 'beef', 'water', 'onion', 'lamb', 'garlic', 'potato', 'parsley', 'salt', 'cabbage', 'paprika', 'tomato', 'bay_leaf', 'pepper', 'carrot']"
Suya,"['Saint Helena, Ascension and Tristan da Cunha', 'Gambia', 'Nigeria', 'Cape Verde', 'Sierra Leone', 'Benin', 'Ghana', 'Niger', 'Guinea', 'Guinea-Bissau', 'Mali', 'Senegal', 'Burkina Faso', 'Togo', 'Ivory Coast', 'Cameroon', 'Mauritania', 'Liberia']","['onion', 'garlic', 'ginger_powder', 'vegetable', 'maggi_seasoning', 'ginger', 'tomato', 'seasoning', 'cucumber', 'onion_powder', 'peanut', 'garlic_powder', 'ground_peanut', 'cayenne_pepper', 'vegetable_oil', 'salt', 'paprika', 'pepper', 'oil', 'beef']"
Nishime,['Japan'],"['snow_pea', 'mushroom', 'pea', 'lotu_root', 'dashi', 'soy_sauce', 'konnyaku', 'mirin', 'bamboo_shoot', 'broth', 'sugar', 'taro', 'pork_belly', 'chicken_thigh', 'dashi_broth', 'pork', 'dried_kelp', 'carrot', 'burdock_root', 'chicken', 'shiitake_mushroom', 'salt']"
Bichon Au Citron,['France'],"['vanilla', 'lemon_juice', 'milk', 'flour', 'lemon', 'sugar', 'almond', 'salt', 'butter', 'vanilla_extract', 'almond_extract', 'lemon_zest', 'baking_powder', 'egg']"
Lobster Stew,['United States'],"['milk', 'flour', 'lobster', 'onion', 'salt', 'butter', 'pepper']"
Cauliflower Cheese,['United Kingdom'],"['bread_crumb', 'milk', 'nutmeg', 'cream', 'flour', 'mustard', 'cauliflower', 'butter', 'salt', 'pepper', 'bread', 'cheese']"
Beef Chow Fun,"['Hong Kong', 'China']","['wine', 'onion', 'garlic', 'dark_soy_sauce', 'black_bean_sauce', 'soy_sauce', 'sesame_oil_bell_pepper', 'sugar', 'ginger', 'oyster', 'bean', 'oyster_sauce', 'noodle', 'chow_fun_noodle', 'green_onion', 'rice', 'carrot', 'shaoxing_wine', 'bean_sprout', 'pepper', 'oil', 'beef']"
Tejuino,['Mexico'],"['yeast', 'ice', 'tejuino_yeast', 'piloncillo', 'lime_sorbet', 'corn', 'salt', 'lime_juice', 'lime', 'water', 'corn_masa']"
Rendang,"['Brunei', 'Indonesia', 'Singapore', 'Malaysia']","['lemon_gras', 'milk', 'coconut', 'garlic', 'pepper', 'chili', 'kaffir_lime_leaf', 'ginger', 'tamarind', 'cinnamon', 'tamarind_paste', 'star_anise', 'clove', 'galangal', 'lemon', 'turmeric', 'shallot', 'coconut_milk', 'chili_pepper', 'lime', 'beef']"
Catfish Stew,['United States'],"['cayenne_pepper', 'celery', 'black_pepper', 'chicken', 'broth', 'catfish', 'onion', 'garlic', 'chicken_broth', 'potato', 'bell_pepper', 'thyme', 'salt', 'tomato', 'pepper', 'hot_sauce']"
Cholent,['France'],"['water', 'onion', 'garlic', 'potato', 'salt', 'barley', 'paprika', 'pepper', 'bean', 'beef']"
Rum Cake,"['Jamaica', 'Antigua and Barbuda', 'Barbados', 'Saint Vincent and the Grenadines', 'Saint Lucia', 'Bahamas', 'Grenada', 'Haiti', 'Cayman Islands', 'Trinidad and Tobago', 'Dominica', 'Dominican Republic', 'Saint Kitts and Nevis', 'Cuba']","['molass', 'vanilla', 'cinnamon', 'brown_sugar', 'nut', 'nutmeg', 'rum', 'flour', 'lime_zest', 'fruit', 'lime', 'sugar', 'butter', 'mixed_dried_fruit', 'fruit_juice', 'raisin', 'baking_powder', 'egg']"
Mac and cheese,"['United States', 'United Kingdom', 'Canada']","['bread_crumb', 'black_pepper', 'milk', 'nutmeg', 'cream', 'flour', 'other_cheese', 'macaroni', 'mustard', 'salt', 'butter', 'cheddar_cheese', 'paprika', 'pepper', 'cheese', 'bread']"
Chiles En Nogada,['Mexico'],"['milk', 'pear', 'plantain', 'garlic', 'onion', 'nut', 'queso_fresco', 'almond', 'sugar', 'tomato', 'vinegar', 'ground_meat', 'poblano_chile', 'cinnamon', 'sherry', 'cream', 'parsley', 'raisin', 'clove', 'meat', 'peach', 'walnut', 'apple', 'salt', 'pepper', 'oil', 'pomegranate_seed']"
