dish_name,countries_of_origin,ingredients
Jianbing,['China'],"['fried_dough_stick', 'lettuce', 'egg', 'ham', 'cilantro', 'sausage', 'tofu', 'wheat_flour', 'hoisin_sauce', 'scallion', 'flour', 'sesame_seed', 'fermented_tofu_sauce', 'wheat', 'pickled_vegetable', 'water', 'crispy_wonton', 'chili_sauce', 'chili', 'vegetable']"
Buchweizentorte,['Germany'],"['lemon', 'buckwheat_flour', 'vanilla', 'sugar', 'egg', 'milk', 'lemon_zest', 'salt', 'cinnamon', 'almond', 'butter', 'flour', 'vanilla_extract', 'raisin', 'baking_powder']"
Tangpyeong-chae,"['North Korea', 'South Korea']","['mung_bean_sprout', 'green_onion', 'pepper', 'oil', 'egg', 'onion', 'sesame_oil', 'garlic', 'mung_bean_jelly', 'soy_sauce', 'red_chili_pepper', 'watercres', 'beef', 'bean', 'chili', 'shredded_beef']"
Sashimi,['Japan'],"['seafood', 'variou_seafood']"
Saltah,['Yemen'],"['lemon', 'garlic', 'tomato', 'salt', 'cilantro', 'parsley', 'pepper', 'turmeric', 'coriander', 'onion', 'water', 'chili_pepper', 'ginger', 'cumin', 'fenugreek', 'lemon_juice', 'cardamom', 'chili', 'lamb']"
Bánh Xèo,['Vietnam'],"['lettuce', 'lime', 'mint', 'bean_sprout', 'sugar', 'egg', 'garlic', 'mushroom', 'pork', 'fish', 'bean', 'milk', 'green_onion', 'coconut_milk', 'shrimp', 'mung_bean', 'basil', 'rice', 'flour', 'fish_sauce', 'turmeric', 'onion', 'water', 'pork_belly', 'rice_flour', 'coconut', 'turmeric_powder', 'chili', 'mint_leaf']"
Har Gow,"['Hong Kong', 'Macau', 'China']","['starch', 'sugar', 'oil', 'lard', 'salt', 'bamboo_shoot', 'wheat_starch', 'corn_starch', 'corn', 'pork', 'white_pepper', 'scallion', 'shrimp', 'sesame_oil', 'tapioca_starch', 'pork_fat', 'wheat', 'pepper', 'water']"
Roujiamo,['China'],"['cooking_wine', 'sugar', 'garlic', 'cilantro', 'peppercorn', 'cinnamon', 'pork', 'wine', 'yeast', 'dark_soy_sauce', 'green_onion', 'fennel_seed', 'star_anise', 'soy_sauce', 'flour', 'fennel', 'onion', 'water', 'sichuan_peppercorn', 'ginger', 'cumin', 'chili']"
Trdelník,"['Slovakia', 'Hungary', 'Czechia']","['walnut', 'vanilla', 'egg', 'sugar', 'cocoa_powder', 'powdered_sugar', 'cinnamon', 'yeast', 'butter', 'flour', 'salt', 'milk']"
Acar,"['Brunei', 'Malaysia', 'Indonesia', 'Netherlands', 'Singapore', 'South Africa', 'Thailand']","['red_chili', 'turmeric', 'sugar', 'vinegar', 'carrot', 'cabbage', 'garlic', 'cucumber', 'long_bean', 'ginger', 'shallot', 'bean', 'chili', 'salt', 'peanut']"
Weckewerk,['Germany'],"['potato', 'pepper', 'stale_bread', 'onion', 'pork_belly', 'meat', 'allspice', 'pork_liver', 'pork', 'liver', 'pork_head_meat', 'nutmeg', 'bread', 'pickle', 'salt', 'marjoram']"
Tokwa't Baboy,['Philippines'],"['pepper', 'sugar', 'onion', 'pork_belly', 'scallion', 'tofu', 'garlic', 'chili_pepper', 'soy_sauce', 'pork', 'vinegar', 'chili', 'salt']"
Königsberger Klopse,"['Germany', 'Russia']","['lemon', 'cream', 'bread_crumb', 'butter', 'egg', 'onion', 'broth', 'anchovy_paste', 'ground_beef', 'beef', 'bread', 'lemon_juice', 'heavy_cream', 'flour', 'anchovy', 'beef_broth', 'caper']"
Bicerin,['Italy'],"['cream', 'whole_milk', 'sugar', 'chocolate', 'hot_chocolate', 'espresso', 'milk']"
Pan De Jamón,['Venezuela'],"['walnut', 'sugar', 'egg', 'brown_sugar', 'salt', 'olive', 'bacon', 'yeast', 'butter', 'flour', 'ham', 'raisin', 'milk']"
Negroni,['Italy'],"['gin', 'bitter', 'sweet_vermouth', 'orange_slice', 'orange', 'orange_peel']"
Palt,['Sweden'],"['potato', 'wheat', 'egg', 'onion', 'barley_flour', 'jam', 'raw_potato', 'wheat_flour', 'pork', 'lingonberry_jam', 'butter', 'flour', 'barley', 'salt']"
Bacalaíto,['Puerto Rico'],"['oil', 'garlic', 'annatto_oil', 'tomato', 'cilantro', 'hot_sauce', 'tomato_sauce', 'adobo_seasoning', 'bell_pepper', 'sofrito', 'beer', 'flour', 'oil_for_frying', 'baking_powder', 'salted_codfish', 'pepper', 'onion', 'water', 'black_pepper']"
St. Galler Bratwurst,['Switzerland'],"['lemon', 'spice', 'lemon_zest', 'pork', 'veal', 'salt', 'milk']"
Empanada,"['Portugal', 'Spain']","['pastry', 'meat', 'corn', 'cheese', 'other_ingredient']"
Kholodets,"['Belarus', 'Russia', 'Ukraine']","['mustard', 'peppercorn', 'parsley', 'beef_shank', 'horseradish', 'egg', 'onion', 'water', 'carrot', 'garlic', 'pork_foot', 'pork', 'beef', 'pork_hock', 'bay_leaf', 'salt', 'chicken', 'black_peppercorn']"
Kupati,['Georgia'],"['chili', 'pepper', 'pig_intestine', 'onion', 'coriander', 'fennel_seed', 'coriander_seed', 'black_pepper', 'garlic', 'chili_pepper', 'pork', 'beef', 'vinegar', 'fennel', 'salt', 'paprika']"
Steak and Ale Pie,['United Kingdom'],"['stock', 'worcestershire_sauce', 'pepper', 'egg', 'onion', 'beef_stock', 'shortcrust_pastry', 'thyme', 'carrot', 'garlic', 'mushroom', 'beef', 'puff_pastry', 'butter', 'bay_leaf', 'flour', 'ale', 'salt']"
Pad Thai,['Thailand'],"['lime', 'bean_sprout', 'egg', 'noodle', 'garlic', 'tamarind_paste', 'dried_shrimp', 'tofu', 'rice_noodle', 'fish', 'bean', 'peanut', 'tamarind', 'green_onion', 'shrimp', 'rice', 'shallot', 'fish_sauce', 'onion']"
Grilled cheese,['United States'],"['cheese', 'bread']"
Honey Garlic Wings,['Canada'],"['honey_garlic_sauce', 'honey', 'garlic', 'chicken_wing', 'chicken']"
Bethmännchen,['Germany'],"['vanilla', 'sugar', 'rose_water', 'egg', 'water', 'powdered_sugar', 'marzipan', 'almond', 'flour', 'vanilla_extract', 'salt']"
Mikado Cake,['Armenia'],"['walnut', 'condensed_milk', 'vanilla', 'sugar', 'egg', 'cocoa_powder', 'honey', 'baking_soda', 'chocolate', 'butter', 'flour', 'vanilla_extract', 'milk']"
Túró Rudi,['Hungary'],"['lemon', 'chocolate_coating', 'vanilla', 'sugar', 'cottage_cheese', 'lemon_zest', 'cheese', 'chocolate']"
Gundel Pancake,['Hungary'],"['lemon', 'dark_chocolate', 'sugar', 'egg', 'powdered_sugar', 'lemon_zest', 'salt', 'cinnamon', 'butter', 'milk', 'walnut', 'cream', 'vanilla', 'rum', 'flour', 'vanilla_extract', 'raisin', 'chocolate', 'whipped_cream', 'heavy_cream']"
Cahuamanta,['Mexico'],"['pepper', 'lime', 'tortilla', 'shrimp', 'onion', 'carrot', 'cabbage', 'manta_ray', 'garlic', 'chili_pepper', 'oregano', 'avocado', 'tomato', 'chili', 'salt', 'cilantro', 'radish']"
Brioche,['France'],"['orange_blossom_water', 'vanilla', 'egg', 'sugar', 'water', 'yeast', 'butter', 'flour', 'orange', 'salt', 'milk']"
Pinapaitan,['Philippines'],"['lemon', 'garlic', 'beef', 'salt', 'green_chili', 'beef_innard', 'fish', 'vinegar', 'bile', 'fish_sauce', 'radish', 'pepper', 'onion', 'water', 'black_pepper', 'ginger', 'lemon_juice', 'bitter_gourd', 'chili']"
Burgoo,['United States'],"['garlic', 'okra', 'beef', 'tomato', 'salt', 'hot_sauce', 'meat', 'corn', 'pork', 'butter', 'bean', 'bell_pepper', 'worcestershire_sauce', 'thyme', 'carrot', 'lima_bean', 'bay_leaf', 'mutton', 'green_bean', 'potato', 'celery', 'pepper', 'onion', 'chicken']"
Aeropuerto,['Peru'],"['egg', 'oil', 'noodle', 'garlic', 'pork', 'red_bell_pepper', 'green_onion', 'vegetable_oil', 'shrimp', 'sesame_oil', 'soy_sauce', 'rice', 'chinese_noodle', 'pepper', 'onion', 'oyster_sauce', 'ginger', 'vegetable', 'chicken']"
Lekor,['Malaysia'],"['oil_for_frying', 'sugar', 'oil', 'water', 'tapioca_flour', 'sago_flour', 'seasoning', 'fish', 'flour', 'salt']"
Broodje Bakkeljauw,['Suriname'],"['lime', 'sugar', 'oil', 'garlic', 'tomato', 'salted_fish', 'lime_juice', 'hot_pepper', 'fish', 'bell_pepper', 'sandwich_roll', 'parsley', 'vegetable_oil', 'thyme', 'soy_sauce', 'fresh_parsley', 'pepper', 'onion', 'black_pepper', 'vegetable']"
Metworst,['Netherlands'],"['pepper', 'sugar', 'coriander', 'black_pepper', 'garlic', 'sodium_nitrite', 'pork', 'nutmeg', 'cardamom', 'salt']"
Miyar Kuka,"['Niger', 'Nigeria']","['oil', 'vegetable', 'beef', 'salt', 'dawadawa', 'meat', 'goat_meat', 'baobab_leaf_powder', 'vegetable_oil', 'seasoning_cube', 'crayfish', 'pepper', 'onion', 'water', 'ground_pepper', 'goat', 'ground_nut', 'ground_crayfish', 'nut']"
Nitsuke,['Japan'],"['mirin', 'green_onion', 'sugar', 'onion', 'broth', 'dashi_broth', 'tofu', 'dashi', 'soy_sauce', 'ginger', 'sake', 'fish']"
Berza Jerezana,['Spain'],"['potato', 'black_pudding', 'chickpea', 'oil', 'collard_green', 'pork_fat', 'garlic', 'olive', 'pork', 'bread', 'olive_oil', 'chorizo', 'paprika']"
Shio-jiru,['Japan'],"['water', 'seafood', 'kombu', 'salt']"
Isi Ewu,['Nigeria'],"['oil', 'habanero_pepper', 'garlic', 'salt', 'goat_head', 'stock_fish', 'ogiri', 'fish', 'scent_leaf', 'palm_oil', 'potash', 'utazi_leaf', 'chopped_fresh_ginger', 'seasoning_cube', 'crayfish', 'stock', 'pepper', 'onion', 'chili_pepper', 'goat', 'ginger', 'cow_skin', 'chili']"
Korean Taco,['United States'],"['lettuce', 'lime', 'sugar', 'oil', 'garlic', 'beef', 'cilantro', 'cucumber', 'mayonnaise', 'green_onion', 'sesame_oil', 'gochujang', 'carrot', 'soy_sauce', 'sesame_seed', 'radish', 'kimchi', 'tortilla', 'onion', 'sriracha']"
Stargazy Pie,['United Kingdom'],"['mustard', 'hard_boiled_egg', 'parsley', 'pepper', 'egg', 'shortcrust_pastry', 'sardine', 'bacon', 'wine', 'vinegar', 'salt', 'white_wine_vinegar']"
Kok,['Greece'],"['walnut', 'lemon', 'vanilla', 'egg', 'sugar', 'water', 'lemon_zest', 'cinnamon', 'butter', 'clove', 'flour', 'sesame_seed']"
Dalgona,['South Korea'],"['baking_soda', 'sugar']"
Pie And Mash,['United Kingdom'],"['potato', 'parsley', 'pepper', 'eel', 'onion', 'water', 'beef_mince', 'suet', 'beef', 'butter', 'flour', 'mashed_potato', 'salt', 'milk']"
Pabellón Criollo,['Venezuela'],"['plantain', 'pepper', 'onion', 'black_bean', 'beef', 'rice', 'bean']"
Tom Kha Kai,['Thailand'],"['cherry', 'lemon', 'lime', 'sugar', 'garlic', 'mushroom', 'cherry_tomato', 'tomato', 'cilantro', 'lime_juice', 'fish', 'milk', 'kaffir_lime_leaf', 'bell_pepper', 'coconut_milk', 'carrot', 'basil', 'shallot', 'fish_sauce', 'lemon_gras', 'pepper', 'galangal', 'coconut', 'chili', 'chicken']"
Bagel Toast,['Israel'],"['egg', 'black_olive', 'garlic', 'mushroom', 'tomato', 'hot_sauce', 'corn', 'salty_white_cheese', 'butter', 'sesame_bagel', 'tuna', 'bell_pepper', 'cream', 'cream_cheese', 'cheese', 'olive', 'red_onion', 'hard_boiled_egg', 'pizza_sauce', 'pepper', 'yellow_cheese', 'onion', 'zaatar', 'green_olive', 'garlic_sauce']"
Matsoni,"['Armenia', 'Georgia', 'Azerbaijan']","['yogurt_starter', 'yogurt', 'milk']"
Tteok-galbi,"['North Korea', 'South Korea']","['green_onion', 'pepper', 'sugar', 'oil', 'onion', 'sesame_oil', 'black_pepper', 'garlic', 'beef_short_rib', 'soy_sauce', 'ginger', 'beef', 'rice', 'wine', 'rice_wine', 'sesame_seed', 'pear']"
Cuy,"['Peru', 'Colombia', 'Bolivia', 'Ecuador']","['pepper', 'lime', 'wheat', 'oil', 'guinea_pig', 'onion', 'achiote', 'garlic', 'wheat_flour', 'oregano', 'cumin', 'flour', 'salt']"
Açaí Na Tigela,['Brazil'],"['granola', 'guarana_syrup', 'syrup', 'acai_berry', 'honey', 'banana', 'coconut_flake', 'coconut', 'banana_slice', 'strawberry', 'nut']"
Capuns,['Switzerland'],"['cream', 'pepper', 'butter', 'egg', 'onion', 'wine', 'sausage', 'meat', 'salt', 'cheese', 'garlic', 'nutmeg', 'chard_leaf', 'flour', 'dried_meat', 'herb', 'milk']"
Ceviche,['Peru'],"['potato', 'lettuce', 'lime', 'pepper', 'sweet_potato', 'onion', 'raw_fish', 'lime_juice', 'corn', 'garlic', 'chili_pepper', 'red_onion', 'fish', 'chili', 'salt', 'cilantro']"
Ginataang Labong,['Philippines'],"['bamboo_shoot', 'coconut_milk', 'pepper', 'shrimp', 'onion', 'milk', 'garlic', 'chili_pepper', 'ginger', 'coconut', 'fish', 'chili', 'salt', 'fish_sauce']"
Koose,"['Saint Helena, Ascension and Tristan da Cunha', 'Gambia', 'Brazil', 'Nigeria', 'Cape Verde', 'Sierra Leone', 'Benin', 'Ghana', 'Niger', 'Guinea', 'Guinea-Bissau', 'Mali', 'Senegal', 'Burkina Faso', 'Togo', 'Ivory Coast', 'Mauritania', 'Cuba', 'Liberia']","['pea', 'pepper', 'oil', 'onion', 'water', 'black_eyed_pea', 'red_pepper', 'habanero_pepper', 'garlic', 'ginger', 'seasoning_cube', 'oil_for_frying', 'salt', 'baking_powder']"
Agnolini,['Italy'],"['lemon', 'spinach', 'pepper', 'bread_crumb', 'butter', 'egg', 'broth', 'parmesan_cheese', 'meat', 'lemon_zest', 'salt', 'cheese', 'vegetable', 'nutmeg', 'bread', 'ground_meat', 'flour', 'vegetable_broth']"
Oshikundu,['Namibia'],"['flour', 'mahangu_flour', 'millet', 'sorghum_flour']"
Stuffat Tal-Fenek,['Malta'],"['lemon', 'oil', 'lemon_zest', 'garlic', 'olive_oil', 'tomato', 'rabbit', 'red_wine', 'herb', 'salt', 'pea', 'bacon', 'tomato_paste', 'wine', 'rosemary', 'fresh_herb_like_rosemary', 'thyme', 'carrot', 'olive', 'chicken_stock', 'bay_leaf', 'potato', 'stock', 'pepper', 'onion', 'chicken']"
Bistek,['Philippines'],"['cooking_oil', 'pepper', 'oil', 'onion', 'water', 'black_pepper', 'garlic', 'soy_sauce', 'beef', 'butter', 'calamansi_juice', 'vinegar']"
Andong Jjimdak,"['North Korea', 'South Korea']","['sugar', 'oil', 'brown_sugar', 'noodle', 'garlic', 'mushroom', 'glas_noodle', 'scallion', 'spinach', 'sesame_oil', 'carrot', 'soy_sauce', 'rice', 'green_pepper', 'rice_cake', 'sesame_seed', 'potato', 'pepper', 'onion', 'black_pepper', 'ginger', 'dried_red_chili_pepper', 'chili', 'chicken']"
Kottu,['Sri Lanka'],"['lime', 'egg', 'chili_powder', 'godhamba_roti', 'garlic', 'beef', 'tomato', 'salt', 'lime_wedge', 'seafood', 'green_chili', 'meat', 'pandan_leaf', 'curry_leaf', 'carrot', 'soy_sauce', 'leek', 'mutton', 'pepper', 'onion', 'ginger', 'curry_powder', 'chili', 'vegetable', 'chicken']"
Papelón Con Limón,['Venezuela'],"['ice', 'panela', 'lime', 'mint', 'sugar', 'water']"
Cocada Amarela,['Angola'],"['lemon', 'lime_zest', 'lime', 'sugar', 'egg', 'lemon_zest', 'clove', 'salt', 'cinnamon', 'butter', 'cinnamon_stick', 'vanilla', 'nutmeg', 'almond', 'vanilla_extract', 'raisin', 'water', 'egg_yolk', 'coconut']"
Romazava,['Madagascar'],"['spinach', 'pepper', 'onion', 'bean', 'meat', 'carrot', 'garlic', 'brede_mafana', 'ginger', 'watercres', 'tomato', 'zebu_meat', 'salt', 'green_bean']"
Pagliata,['Italy'],"['parsley', 'pepper', 'oil', 'tomato_sauce', 'wine', 'onion', 'veal_intestine', 'garlic', 'olive', 'cheese', 'pecorino_cheese', 'olive_oil', 'veal', 'tomato', 'red_wine', 'chili', 'salt']"
Bopis,['Philippines'],"['oil', 'garlic', 'liver', 'annatto_oil', 'tomato', 'salt', 'pea', 'pork', 'fish', 'vinegar', 'red_bell_pepper', 'carrot', 'soy_sauce', 'bay_leaf', 'fish_sauce', 'green_pea', 'pepper', 'onion', 'black_pepper', 'chili_pepper', 'ginger', 'pork_lung', 'pork_heart', 'chili']"
Hawaiian Pizza,['Canada'],"['pizza_dough', 'tomato_sauce', 'pineapple', 'cheese', 'bacon', 'mozzarella_cheese', 'tomato', 'ham']"
Klepon,['Indonesia'],"['palm_sugar', 'sugar', 'glutinou_rice_flour', 'coconut', 'pandan_leaf', 'rice', 'flour']"
Banmian,"['Malaysia', 'Singapore', 'China', 'Taiwan']","['leafy_vegetable', 'egg', 'noodle', 'garlic', 'mushroom', 'fried_anchovy', 'dried_shrimp', 'pork', 'anchovy', 'shrimp', 'wheat_flour_noodle', 'soy_sauce', 'chicken_stock', 'shallot', 'flour', 'stock', 'wheat', 'pepper', 'fried_shallot', 'ground_pepper', 'sliced_pork', 'chili', 'vegetable', 'chicken']"
Cocido Lebaniego,['Spain'],"['potato', 'black_pudding', 'chickpea', 'pork_rib', 'blood_sausage', 'carrot', 'cabbage', 'pork', 'ham', 'sausage', 'chorizo']"
Dongchimi,"['North Korea', 'South Korea']","['mustard', 'green_onion', 'mu', 'pepper', 'sugar', 'onion', 'water', 'garlic', 'chili_pepper', 'ginger', 'asian_pear', 'mustard_leaf', 'chili', 'salt', 'pear', 'radish']"
Balbacua,['Philippines'],"['annatto_seed', 'toasted_rice', 'pepper', 'onion', 'black_pepper', 'garlic', 'star_anise', 'soy_sauce', 'ginger', 'bay_leaf', 'beef', 'rice', 'leek', 'vinegar', 'tendon', 'salt', 'peanut']"
Salchipapa,"['Brazil', 'French Guiana', 'Uruguay', 'Guyana', 'Peru', 'Colombia', 'Falkland Islands', 'Chile', 'Suriname', 'Aruba', 'Bolivia', 'Curaçao', 'Paraguay', 'Ecuador', 'Venezuela', 'Argentina', 'Trinidad and Tobago']","['mustard', 'lettuce', 'hot_dog', 'egg', 'ketchup', 'boiled_egg', 'french_fry', 'cheese', 'avocado', 'mayonnaise', 'tomato', 'sausage']"
Gratin Dauphinois,['France'],"['cream', 'potato', 'pepper', 'garlic', 'cheese', 'nutmeg', 'bread', 'butter', 'bread_crumb', 'salt', 'milk']"
Sayadiya,"['Jordan', 'Palestine', 'Syria', 'Israel', 'Lebanon', 'Egypt']","['lemon', 'pepper', 'vegetable_oil', 'turmeric', 'oil', 'onion', 'water', 'salt', 'garlic', 'vegetable', 'cumin', 'rice', 'lemon_juice', 'fish', 'pine_nut', 'raisin', 'nut']"
Mantecol,['Argentina'],"['syrup', 'cocoa_butter', 'vegetable_oil', 'vanilla', 'sugar', 'oil', 'milk_powder', 'salt', 'glucose_syrup', 'semolina', 'butter', 'soy_lecithin', 'vanilla_extract', 'vegetable', 'milk', 'peanut']"
Aburasoba,['Japan'],"['ground_pork', 'bean_sprout', 'egg', 'oil', 'chili_oil', 'noodle', 'garlic', 'poached_egg', 'bamboo_shoot', 'pickled_ginger', 'bonito_flake', 'pork', 'vinegar', 'bean', 'green_onion', 'sesame_oil', 'soy_sauce', 'nori', 'rice', 'rice_vinegar', 'onion', 'ginger', 'chili']"
Es Kelapa Muda,['Indonesia'],"['ice', 'young_coconut_flesh', 'syrup', 'lime', 'sugar', 'water', 'lime_juice', 'ice_cube', 'young_coconut_water', 'sugar_syrup', 'coconut', 'pandan_leaf']"
Tapado,"['Belize', 'Guatemala', 'Honduras']","['lime', 'garlic', 'yucca', 'tomato', 'salt', 'cilantro', 'crab', 'lime_juice', 'fish', 'milk', 'bell_pepper', 'plantain', 'coconut_milk', 'shrimp', 'potato', 'pepper', 'onion', 'coconut', 'chili']"
Lotus Seed Bun,['China'],"['butter', 'sugar', 'egg', 'oil', 'water', 'milk', 'lotu_seed_paste', 'yeast', 'flour', 'salt', 'baking_powder']"
Insalata di arance,['Italy'],"['lemon', 'parsley', 'pepper', 'oil', 'onion', 'black_olive', 'orange', 'black_pepper', 'olive', 'lemon_juice', 'red_onion', 'olive_oil', 'arugula', 'fennel', 'salt', 'caper']"
Mitmita,['Ethiopia'],"['pepper', 'bird_eye_chili_pepper', 'black_pepper', 'cinnamon', 'black_cumin', 'ginger', 'cumin', 'clove', 'cardamom', 'chili', 'salt']"
Revuelto Gramajo,"['Uruguay', 'Argentina']","['potato', 'red_bell_pepper', 'parsley', 'pea', 'pepper', 'oil', 'egg', 'onion', 'black_pepper', 'olive', 'green_bell_pepper', 'olive_oil', 'ham', 'salt']"
Nasi Pecel,['Indonesia'],"['spinach', 'tempeh', 'peanut_sauce', 'cracker', 'bean_sprout', 'onion', 'water', 'basil', 'cabbage', 'tofu', 'basil_leaf', 'long_bean', 'fried_onion', 'rice', 'water_spinach', 'bean', 'peanut']"
London Fog,['Canada'],"['syrup', 'vanilla', 'sugar', 'vanilla_syrup', 'earl_grey_tea', 'steamed_milk', 'milk']"
Vitello Tonnato,['Italy'],"['lemon', 'egg', 'oil', 'garlic', 'olive_oil', 'caper', 'white_wine', 'pickle', 'mayonnaise', 'wine', 'vinegar', 'anchovy', 'tuna', 'parsley', 'carrot', 'olive', 'white_wine_vinegar', 'celery', 'onion', 'egg_yolk', 'lemon_juice', 'veal']"
"Peanut Butter, Banana And Bacon Sandwich",['United States'],"['honey', 'cinnamon', 'banana', 'bacon', 'peanut_butter', 'bread', 'butter', 'peanut']"
Jiggs Dinner,['Canada'],"['potato', 'meat', 'carrot', 'dressing', 'cabbage', 'salt_meat', 'turnip', 'mashed_turnip', 'salt']"
Kare-kare,['Philippines'],"['eggplant', 'tripe', 'oxtail', 'banana', 'string_bean', 'peanut_butter', 'butter', 'bean', 'banana_heart', 'peanut']"
Okoy,['Philippines'],"['shrimp', 'unshelled_small_shrimp', 'variou_vegetable', 'rice', 'glutinou_rice_batter', 'vegetable']"
Fasnacht,['Germany'],"['lemon', 'vanilla', 'egg', 'sugar', 'powdered_sugar', 'lemon_zest', 'cinnamon', 'nutmeg', 'yeast', 'butter', 'flour', 'vanilla_extract', 'salt', 'milk']"
Fernet Con Coca,['Argentina'],"['ice', 'lemon', 'lemon_wedge', 'fernet', 'cola']"
Crumble,['United Kingdom'],"['spice', 'sugar', 'oat', 'fruit', 'butter', 'flour', 'nut']"
Navarin,['France'],"['parsley', 'onion', 'wine', 'white_wine', 'broth', 'thyme', 'carrot', 'garlic', 'turnip', 'shoulder_of_lamb', 'beef', 'tomato_paste', 'bay_leaf', 'tomato', 'beef_broth', 'lamb']"
Kartoffelklösse,['Germany'],"['potato', 'egg', 'sauerkraut', 'nutmeg', 'bread_crouton', 'bread', 'flour', 'ham', 'salt']"
Waterblommetjiebredie,['South Africa'],"['potato', 'pepper', 'onion', 'water', 'waterblommetjy', 'carrot', 'garlic', 'butter', 'bay_leaf', 'mutton', 'salt', 'lamb']"
Coffee Crisp,['Canada'],"['cocoa_mas', 'wheat', 'cocoa_butter', 'vegetable_oil', 'sugar', 'oil', 'milk_ingredient', 'coffee', 'wheat_flour', 'butter', 'flour', 'vegetable', 'milk']"
Cheese Dream,['United States'],"['tomato_slice', 'cheese', 'bacon', 'bread', 'butter', 'tomato']"
Cucumber Sandwich,['United Kingdom'],"['cream', 'pepper', 'cream_cheese', 'cucumber', 'cheese', 'dill', 'bread', 'butter', 'white_bread', 'salt']"
Toronto,['Canada'],"['syrup', 'orange_twist', 'rye_whisky', 'angostura_bitter', 'simple_syrup', 'fernet_branca', 'orange']"
Suaasat,['Greenland'],"['potato', 'onion', 'water', 'meat', 'carrot', 'rice', 'seal_meat', 'barley']"
Cheese And Pickle Sandwich,['United Kingdom'],"['lettuce', 'cheese', 'pickle', 'bread', 'butter', 'tomato']"
Donkey Burger,['China'],"['wheat', 'vegetable_oil', 'bun', 'oil', 'soybean_paste', 'pickled_vegetable', 'onion', 'meat', 'donkey_meat', 'salt', 'garlic', 'chili_sauce', 'flour', 'chopped_green_onion', 'chili', 'vegetable', 'wheat_flour_bun', 'cilantro']"
Idiyappam,"['Malaysia', 'Sri Lanka', 'Singapore', 'India']","['sugar', 'oil', 'water', 'grated_coconut', 'rice_flour', 'coconut', 'ghee', 'rice', 'flour', 'salt']"
Esgarrat,['Spain'],"['pepper', 'oil', 'onion', 'black_olive', 'tomato', 'red_pepper', 'garlic', 'olive', 'olive_oil', 'vinegar', 'salt', 'salt_cod']"
Pasta E Fagioli,['Italy'],"['cannellini_bean', 'oil', 'garlic', 'olive_oil', 'pancetta', 'tomato', 'salt', 'chicken_broth', 'pasta', 'rosemary', 'bean', 'thyme', 'carrot', 'olive', 'cheese', 'bay_leaf', 'vegetable_broth', 'celery', 'pepper', 'onion', 'broth', 'black_pepper', 'parmesan_cheese', 'red_pepper_flake', 'ditalini_pasta', 'vegetable', 'chicken']"
